                   Player Age Pos     Inn    TZR  TZR/143   RngR   ARM   DPR  ErrR  Pos Adj Framing Blocking                Team League
32          Fukuda Shuhei  31   3     2.2    0.0      0.0    0.0         0.0   0.0      0.0                        Lotte Marines     EL
33          Fukuda Shuhei  31   7    52.0    3.4     84.2    3.6  -0.2         0.0     -0.5                        Lotte Marines     EL
34          Fukuda Shuhei  31   8   310.0   -3.8    -15.8   -3.0  -1.0         0.1      1.0                        Lotte Marines     EL
35          Fukuda Shuhei  31   9    80.2    3.1     49.4    3.0   0.0         0.1     -0.3                        Lotte Marines     EL
36          Fukuda Shuhei  31  DH    19.0                                              -0.2                        Lotte Marines     EL
37        Ishikawa Shingo  27   7    28.2    1.2     53.8    1.2   0.0         0.0     -0.3                       Yomiuri Giants     EL
38        Ishikawa Shingo  27   9     7.0   -0.3    -55.2    0.0  -0.3         0.0      0.0                       Yomiuri Giants     EL
39         Adachi Ryoichi  32   6   665.2    5.6     10.8    4.6        -1.3   2.3      5.4                       ORIX Buffaloes     WL
40          Adachi Yuichi  30   2   209.1   -1.1     -6.8         -1.4         0.4      3.0    -4.4     -0.3      Rakuten Eagles     EL
41        Makihara Taisei  27   4   189.2    1.1      7.5    0.3         0.0   0.7      0.5                       SoftBank Hawks     WL
42        Makihara Taisei  27   5    51.0    1.1     27.8    1.5        -0.1  -0.4     -0.2                       SoftBank Hawks     WL
43        Makihara Taisei  27   6   167.2    1.9     14.6   -0.2         1.2   0.9      1.4                       SoftBank Hawks     WL
44        Makihara Taisei  27   8     4.0    0.8    257.4    0.8   0.0         0.0      0.0                       SoftBank Hawks     WL
45        Makihara Taisei  27   9     7.0    1.0    183.9    1.0   0.0         0.0      0.0                       SoftBank Hawks     WL
46        Makihara Taisei  27  DH     1.0                                               0.0                       SoftBank Hawks     WL
47          Ogino Takashi  34   7    31.2    0.5     20.3    0.9  -0.4         0.0     -0.3                        Lotte Marines     EL
48          Ogino Takashi  34   8   345.1    0.5      1.9    0.2   0.1         0.2      1.1                        Lotte Marines     EL
49          Ogino Takashi  34   9    53.1    0.2      4.8    0.4  -0.2         0.0     -0.2                        Lotte Marines     EL
50          Ogino Takashi  34  DH    18.0                                              -0.2                        Lotte Marines     EL
51              Yuasa Dai  20   4    12.2    0.2     20.3    0.3        -0.1   0.0      0.0                       Yomiuri Giants     EL
52              Yuasa Dai  20   5     6.2    0.7    134.5    0.6         0.0   0.1      0.0                       Yomiuri Giants     EL
53              Yuasa Dai  20   6     3.0   -0.1    -42.9   -0.1         0.0   0.0      0.0                       Yomiuri Giants     EL
54         Chikamoto Koji  25   7     7.0    0.7    128.7    0.6   0.0         0.0     -0.1                       Hanshin Tigers     WL
55         Chikamoto Koji  25   8   975.1   12.3     16.2    9.1   2.7         0.5      3.2                       Hanshin Tigers     WL
56        Kitamura Takumi  24   3    79.2    1.5     24.2    1.2         0.0   0.3     -0.9                       Yomiuri Giants     EL
57        Kitamura Takumi  24   4   101.0   -0.8    -10.2   -2.1         1.0   0.4      0.3                       Yomiuri Giants     EL
58        Kitamura Takumi  24   5    17.0    0.6     45.4    0.6        -0.1   0.1     -0.1                       Yomiuri Giants     EL
59         Kurihara Ryoya  23   2     7.0   -0.2    -36.8         -0.2         0.0      0.1    -0.3      0.1      SoftBank Hawks     WL
60         Kurihara Ryoya  23   3   206.0    3.6     22.5    1.7         0.9   1.1     -2.3                       SoftBank Hawks     WL
61         Kurihara Ryoya  23   7   235.2   -0.4     -2.2   -1.4   0.8         0.1     -2.2                       SoftBank Hawks     WL
62         Kurihara Ryoya  23   9   583.2    3.1      6.8   -0.2   3.0         0.3     -2.3                       SoftBank Hawks     WL
63        Okada Masatoshi  31   2   160.0    1.3     10.5          1.0         0.3      2.3     0.4      0.3         Seibu Lions     EL
64         Hirooka Taishi  23   3     4.0   -0.5   -160.9   -0.5         0.0   0.0      0.0                      Yakult Swallows     EL
65         Hirooka Taishi  23   4    65.0   -1.8    -35.6   -1.8        -0.2   0.2      0.2                      Yakult Swallows     EL
66         Hirooka Taishi  23   5   121.0   -2.0    -21.3   -1.6         0.1  -0.5     -0.5                      Yakult Swallows     EL
67         Hirooka Taishi  23   6    22.0    0.3     17.6    0.0         0.1   0.2      0.2                      Yakult Swallows     EL
68         Hirooka Taishi  23   7     7.0   -0.3    -55.2   -0.3   0.0         0.0     -0.1                      Yakult Swallows     EL
69         Hirooka Taishi  23   9    45.1   -0.5    -14.2   -1.2   0.7         0.0     -0.2                      Yakult Swallows     EL
70        Kamei Yoshiyuki  37   3    10.0    0.8    103.0    0.7         0.0   0.1     -0.1                       Yomiuri Giants     EL
71        Kamei Yoshiyuki  37   7   200.2    1.8     11.5    1.3   0.4         0.1     -1.9                       Yomiuri Giants     EL
72        Kamei Yoshiyuki  37   9    51.2   -0.8    -19.9   -0.7  -0.2         0.0     -0.2                       Yomiuri Giants     EL
73         Uemoto Takashi  29   4    75.0   -1.4    -24.0   -2.0         0.3   0.4      0.2                       Hiroshima Carp     WL
74         Uemoto Takashi  29   5    13.2    0.2     18.8    0.1         0.0   0.1     -0.1                       Hiroshima Carp     WL
75         Uemoto Takashi  29   6    76.0    0.0      0.0   -0.2         0.5  -0.3      0.6                       Hiroshima Carp     WL
76         Uemoto Takashi  29   7     3.0   -0.1    -42.9   -0.3   0.1         0.0      0.0                       Hiroshima Carp     WL
77         Uemoto Takashi  29   8     1.0    0.0      0.0    0.0   0.0         0.0      0.0                       Hiroshima Carp     WL
78         Uemoto Takashi  29   9     5.0   -0.3    -77.2   -0.3   0.0         0.0      0.0                       Hiroshima Carp     WL
79            Yachi Ryota  29   4     9.0    0.3     42.9    0.2         0.1   0.0      0.0                   Nipponham Fighters     EL
80            Yachi Ryota  29   5    32.0    0.6     24.1    0.3         0.2   0.1     -0.1                   Nipponham Fighters     EL
81            Yachi Ryota  29   6    48.0    0.7     18.8    0.6        -0.1   0.2      0.4                   Nipponham Fighters     EL
82         Nakagawa Keita  24   3    12.1   -0.5    -52.3    0.2        -0.1  -0.6     -0.1                       ORIX Buffaloes     WL
83         Nakagawa Keita  24   5    66.0    0.6     11.7    1.0        -0.1  -0.3     -0.3                       ORIX Buffaloes     WL
84         Nakagawa Keita  24   7    14.0   -1.8   -165.5   -1.2  -0.5         0.0     -0.1                       ORIX Buffaloes     WL
85         Nakagawa Keita  24   8   222.0    0.7      4.1    1.7  -1.2         0.1      0.7                       ORIX Buffaloes     WL
86               Oda Yuya  30   7    35.0    1.0     36.8    1.7  -0.7         0.0     -0.3                       ORIX Buffaloes     WL
87               Oda Yuya  30   8    86.2    0.6      8.9   -0.6   1.2         0.0      0.3                       ORIX Buffaloes     WL
88               Oda Yuya  30   9   122.2   -0.8     -8.4   -1.2   0.4         0.1     -0.5                       ORIX Buffaloes     WL
89          Tanaka Shunta  26   3    55.0    0.6     14.0   -0.1         0.4   0.3     -0.6                       Yomiuri Giants     EL
90          Tanaka Shunta  26   4    53.0    1.4     34.0    1.1         0.0   0.3      0.1                       Yomiuri Giants     EL
91          Tanaka Shunta  26   5    25.1   -0.6    -30.5    0.6         0.0  -1.2     -0.1                       Yomiuri Giants     EL
92          Tanaka Shunta  26   6     2.0    0.1     64.4    0.2        -0.1   0.0      0.0                       Yomiuri Giants     EL
93          Tanaka Shunta  26   7    18.0   -1.0    -71.5   -1.1   0.1         0.0     -0.2                       Yomiuri Giants     EL
94      Kuwahara Masayuki  26   7     1.0    0.3    386.1    0.3   0.0         0.0      0.0                        DeNA BayStars     EL
95      Kuwahara Masayuki  26   8    67.2   -0.2     -3.8    0.1  -0.3         0.0      0.2                        DeNA BayStars     EL
96         Hirata Ryosuke  32   9   392.0    1.6      5.3   -0.2   1.6         0.2     -1.6                     Chunichi Dragons     WL
97        Kobukata Hiroto  24   4   147.1   -1.3    -11.4   -0.8        -0.2  -0.2      0.4                       Rakuten Eagles     EL
98        Kobukata Hiroto  24   6   720.1   -2.1     -3.8    0.5        -2.2  -0.4      5.9                       Rakuten Eagles     EL
99          Suzuki Shohei  22   7    40.0   -0.8    -25.7   -0.7  -0.1         0.0     -0.4                          Seibu Lions     EL
100         Suzuki Shohei  22   8   241.0   -1.5     -8.0    0.2  -1.8         0.1      0.8                          Seibu Lions     EL
101         Suzuki Shohei  22   9    52.0    3.0     74.2    3.6  -0.6         0.0     -0.2                          Seibu Lions     EL
102          Masuda Daiki  26   4    29.0    1.1     48.8    0.9         0.0   0.2      0.1                       Yomiuri Giants     EL
103          Masuda Daiki  26   5     3.0   -0.6   -257.4   -0.6         0.0   0.0      0.0                       Yomiuri Giants     EL
104          Masuda Daiki  26   6    83.2   -1.3    -20.0   -0.7        -0.3  -0.3      0.7                       Yomiuri Giants     EL
105          Masuda Daiki  26   7    19.0    0.0      0.0    1.0  -0.2        -0.8     -0.2                       Yomiuri Giants     EL
106          Masuda Daiki  26   8    20.0    0.7     45.0    0.7   0.0         0.0      0.1                       Yomiuri Giants     EL
107          Masuda Daiki  26   9     3.0    0.3    128.7    0.3   0.0         0.0      0.0                       Yomiuri Giants     EL
108     Nishiura Naomichi  29   5   198.2   -1.0     -6.5    0.4        -0.8  -0.6     -0.8                      Yakult Swallows     EL
109     Nishiura Naomichi  29   6   453.0    0.9      2.6   -0.2        -0.2   1.3      3.7                      Yakult Swallows     EL
110        Miyoshi Takumi  27   4     1.0    0.1    128.7    0.0         0.1   0.0      0.0                       Hiroshima Carp     WL
111        Miyoshi Takumi  27   5   107.2   -0.1     -1.2   -0.8        -0.2   0.9     -0.4                       Hiroshima Carp     WL
112        Miyoshi Takumi  27   6    19.0    1.0     67.7    0.6         0.3   0.1      0.2                       Hiroshima Carp     WL
113          Takeda Kengo  26   3    12.1    0.0      0.0    0.0         0.0   0.0     -0.1                     Chunichi Dragons     WL
114          Takeda Kengo  26   7   117.0    4.8     52.8    5.1  -0.4         0.1     -1.1                     Chunichi Dragons     WL
115          Takeda Kengo  26   8     5.0    0.1     25.7   -1.0   1.2         0.0      0.0                     Chunichi Dragons     WL
116          Takeda Kengo  26   9    61.1   -1.0    -21.0   -1.1   0.0         0.0     -0.2                     Chunichi Dragons     WL
117        Ohshiro Takumi  27   2   607.2    0.9      1.9          0.8         0.2      8.7     2.8      0.2      Yomiuri Giants     EL
118        Ohshiro Takumi  27   3    32.0    0.4     16.1    0.3         0.0   0.1     -0.4                       Yomiuri Giants     EL
119       Yasuda Hisanori  21   3    13.0   -1.1   -108.9   -1.2         0.0   0.0     -0.1                        Lotte Marines     EL
120       Yasuda Hisanori  21   5   809.0   -1.9     -3.0   -4.2        -0.3   2.5     -3.1                        Lotte Marines     EL
121       Yasuda Hisanori  21  DH   102.0                                              -1.2                        Lotte Marines     EL
122      Yamaashi Tatsuya  26   3    26.2    0.8     38.6    0.6         0.0   0.1     -0.3                       ORIX Buffaloes     WL
123      Yamaashi Tatsuya  26   4    39.0   -0.1     -3.3    0.0        -0.2   0.1      0.1                       ORIX Buffaloes     WL
124      Yamaashi Tatsuya  26   5   101.0    1.2     15.3    0.7        -0.1   0.6     -0.4                       ORIX Buffaloes     WL
125      Yamaashi Tatsuya  26   6    78.2   -1.1    -18.0   -1.1        -0.4   0.4      0.6                       ORIX Buffaloes     WL
126      Yamaashi Tatsuya  26  DH     6.0                                              -0.1                       ORIX Buffaloes     WL
127         Kawagoe Seiji  27   7    40.0    0.8     25.7   -0.1   0.8         0.0     -0.4                          Seibu Lions     EL
128         Kawagoe Seiji  27   8    39.2   -0.2     -6.5   -2.1   1.8         0.0      0.1                          Seibu Lions     EL
129         Kawagoe Seiji  27   9   113.0   -2.6    -29.6   -0.7  -1.9         0.1     -0.4                          Seibu Lions     EL
130         Kawagoe Seiji  27  DH     1.0                                               0.0                          Seibu Lions     EL
131             Mune Yuma  24   5   333.0    3.3     12.8    1.7        -0.2   1.8     -1.3                       ORIX Buffaloes     WL
132             Mune Yuma  24   7    25.0   -0.1     -5.1    0.2  -0.2         0.0     -0.2                       ORIX Buffaloes     WL
133             Mune Yuma  24   8    48.0   -4.3   -115.3   -3.5  -0.8         0.0      0.2                       ORIX Buffaloes     WL
134             Mune Yuma  24   9    34.0   -2.0    -75.7   -1.9  -0.1         0.0     -0.1                       ORIX Buffaloes     WL
135   Wakabayashi Akihiro  26   3    26.2   -0.7    -33.7   -0.1         0.0  -0.6     -0.3                       Yomiuri Giants     EL
136   Wakabayashi Akihiro  26   4   100.0    2.8     36.0    2.4        -0.2   0.6      0.3                       Yomiuri Giants     EL
137   Wakabayashi Akihiro  26   5    14.2    0.1      8.8   -0.1         0.2   0.0     -0.1                       Yomiuri Giants     EL
138   Wakabayashi Akihiro  26   6     3.0    0.1     42.9    0.2        -0.1   0.0      0.0                       Yomiuri Giants     EL
139   Wakabayashi Akihiro  26   7   149.2   -3.3    -28.4   -3.2  -0.2         0.1     -1.4                       Yomiuri Giants     EL
140   Wakabayashi Akihiro  26   8     3.0    0.3    128.7    0.3   0.0         0.0      0.0                       Yomiuri Giants     EL
141   Wakabayashi Akihiro  26   9    42.0   -1.9    -58.2   -2.2   0.3         0.0     -0.2                       Yomiuri Giants     EL
142  Shigenobu Shinnosuke  27   7   135.2    3.8     36.0    3.6   0.2         0.1     -1.3                       Yomiuri Giants     EL
143  Shigenobu Shinnosuke  27   8    29.1    0.9     39.5   -0.1   1.0         0.0      0.1                       Yomiuri Giants     EL
144  Shigenobu Shinnosuke  27   9    31.0   -1.5    -62.3   -1.9   0.3         0.0     -0.1                       Yomiuri Giants     EL
145       Mizowaki Hayato  26   4    53.1    0.3      7.2    0.0         0.1   0.2      0.1                     Chunichi Dragons     WL
146       Mizowaki Hayato  26   5    16.1   -1.2    -94.7   -0.7         0.0  -0.5     -0.1                     Chunichi Dragons     WL
147         Fujita Kazuya  37   4    34.0   -0.7    -26.5   -0.6        -0.3   0.1      0.1                       Rakuten Eagles     EL
148         Fujita Kazuya  37   5    26.0    0.1      5.0    0.0         0.0   0.2     -0.1                       Rakuten Eagles     EL
149           Abe Toshiki  30   4   962.2    0.2      0.3   -1.9         1.8   0.3      2.6                     Chunichi Dragons     WL
150         Sugiya Kenshi  29   3    19.1    0.5     33.3    0.2         0.2   0.1     -0.2                   Nipponham Fighters     EL
151         Sugiya Kenshi  29   4    38.1   -1.5    -50.4   -0.4        -0.4  -0.6      0.1                   Nipponham Fighters     EL
152         Sugiya Kenshi  29   5     0.2    0.0      0.0    0.0         0.0   0.0      0.0                   Nipponham Fighters     EL
153         Sugiya Kenshi  29   7   195.1    3.4     22.4    3.5  -0.2         0.1     -1.9                   Nipponham Fighters     EL
154         Sugiya Kenshi  29   8    20.0    0.9     57.9    0.8   0.1         0.0      0.1                   Nipponham Fighters     EL
155         Sugiya Kenshi  29   9    18.0   -1.3    -93.0   -1.2  -0.2         0.0     -0.1                   Nipponham Fighters     EL
156         Sugiya Kenshi  29  DH     6.0                                              -0.1                   Nipponham Fighters     EL
157          Ohshiro Koji  27   4   471.1    6.4     17.5    4.4         0.6   1.4      1.3                       ORIX Buffaloes     WL
158          Ohshiro Koji  27   5     4.0   -0.5   -160.9   -0.5         0.0   0.0      0.0                       ORIX Buffaloes     WL
159          Ohshiro Koji  27   6   153.2   -1.4    -11.7   -2.1        -0.1   0.8      1.3                       ORIX Buffaloes     WL
160          Ohshiro Koji  27   8     1.0    0.0      0.0    0.0   0.0         0.0      0.0                       ORIX Buffaloes     WL
161       Kimura Fumikazu  31   8    21.0    0.0      0.0   -0.7   0.7         0.0      0.1                          Seibu Lions     EL
162       Kimura Fumikazu  31   9   656.0   -3.1     -6.1   -0.5  -3.0         0.4     -2.6                          Seibu Lions     EL
163            Shuto Ukyo  24   4   479.1    3.4      9.1    6.9        -0.1  -3.4      1.3                       SoftBank Hawks     WL
164            Shuto Ukyo  24   5    14.2    0.3     26.3    0.1         0.2   0.1     -0.1                       SoftBank Hawks     WL
165            Shuto Ukyo  24   6   161.0    2.6     20.8    3.6         0.1  -1.1      1.3                       SoftBank Hawks     WL
166            Shuto Ukyo  24   7    36.2   -0.2     -7.0    0.0  -0.2         0.0     -0.3                       SoftBank Hawks     WL
167            Shuto Ukyo  24   8    30.0    2.2     94.4    2.3  -0.1         0.0      0.1                       SoftBank Hawks     WL
168            Shuto Ukyo  24   9     2.0    0.5    321.8    0.3   0.1         0.0      0.0                       SoftBank Hawks     WL
169            Shuto Ukyo  24  DH     1.0                                               0.0                       SoftBank Hawks     WL
170        Watanabe Daiki  23   7     6.0    0.4     85.8    0.4   0.1         0.0     -0.1                      Yakult Swallows     EL
171        Watanabe Daiki  23   8     8.0   -0.6    -96.5   -0.5  -0.1         0.0      0.0                      Yakult Swallows     EL
172        Watanabe Daiki  23   9    30.0    0.4     17.2    0.6  -0.2         0.0     -0.1                      Yakult Swallows     EL
173            Sano Kodai  23   7    19.1   -1.0    -66.7   -0.7  -0.3         0.0     -0.2                       ORIX Buffaloes     WL
174            Sano Kodai  23   8   307.2    4.7     19.7    3.5   1.1         0.2      1.0                       ORIX Buffaloes     WL
175            Sano Kodai  23   9    49.0   -0.9    -23.6   -2.0   1.1         0.0     -0.2                       ORIX Buffaloes     WL
176            Sano Kodai  23  DH     1.0                                               0.0                       ORIX Buffaloes     WL
177        Yokawa Naomasa  28   3    84.2    0.0      0.0   -0.1        -0.1   0.2     -0.9                       Hanshin Tigers     WL
178        Yokawa Naomasa  28   7    50.0    1.1     28.3    0.0   1.1         0.0     -0.5                       Hanshin Tigers     WL
179        Yokawa Naomasa  28   8     8.0   -0.1    -16.1   -0.6   0.5         0.0      0.0                       Hanshin Tigers     WL
180        Yokawa Naomasa  28   9   183.0   -0.8     -5.6    0.2  -0.2        -0.8     -0.7                       Hanshin Tigers     WL
181       Nishikawa Ryoma  25   7     1.0    0.0      0.0    0.0   0.0         0.0      0.0                       Hiroshima Carp     WL
182       Nishikawa Ryoma  25   8   612.1    1.5      3.2    1.3  -0.1         0.3      2.0                       Hiroshima Carp     WL
183          Egoshi Taiga  27   7    41.0   -0.6    -18.8   -1.0   0.4         0.0     -0.4                       Hanshin Tigers     WL
184          Egoshi Taiga  27   9    27.0    2.4    114.4    2.1   0.3         0.0     -0.1                       Hanshin Tigers     WL
185       Nishida Akihisa  28   2   458.2    1.3      3.6          0.4         0.8      6.6     2.3      0.8     Yakult Swallows     EL
186       Nishida Akihisa  28   3    20.0   -0.6    -38.6   -0.7         0.0   0.1     -0.2                      Yakult Swallows     EL
187          Matsumoto Go  26   7   152.0   -0.1     -0.8    0.6  -0.9         0.1     -1.4                   Nipponham Fighters     EL
188          Matsumoto Go  26   8   145.1    0.6      5.3   -0.1   0.6         0.1      0.5                   Nipponham Fighters     EL
189          Matsumoto Go  26   9    26.0    0.7     34.6    0.6   0.1         0.0     -0.1                   Nipponham Fighters     EL
190          Matsumoto Go  26  DH     3.0                                               0.0                   Nipponham Fighters     EL
191       Sakamoto Hayato  31   6   883.0   16.2     23.6   11.5         1.8   2.9      7.2                       Yomiuri Giants     EL
192         Iryo Masataka  30   7    20.0   -0.3    -19.3   -0.1  -0.2         0.0     -0.2                     Chunichi Dragons     WL
193         Iryo Masataka  30   9   216.0    0.7      4.2    1.1  -0.5         0.1     -0.9                     Chunichi Dragons     WL
194       Kawashima Keizo  36   3    67.0   -0.7    -13.4   -0.7        -0.2   0.1     -0.7                       SoftBank Hawks     WL
195       Kawashima Keizo  36   4   234.2    0.7      3.8   -0.4         0.1   0.9      0.6                       SoftBank Hawks     WL
196     Sakamoto Seishiro  26   2   223.2    0.1      0.6          0.2        -0.1      3.2     3.5      0.3      Hanshin Tigers     WL
197       Nishiura Hayato  21   8   146.0    3.5     30.9    4.7  -0.5        -0.8      0.5                       ORIX Buffaloes     WL
198       Nishiura Hayato  21   9    82.1   -0.8    -12.5   -0.7  -0.2         0.0     -0.3                       ORIX Buffaloes     WL
199         Nishimura Ryo  24   7    24.0    2.3    123.3    2.3   0.0         0.0     -0.2                       ORIX Buffaloes     WL
200         Nishimura Ryo  24   8    81.1    0.9     14.2   -0.7   1.6         0.0      0.3                       ORIX Buffaloes     WL
201         Nishimura Ryo  24   9    51.2   -2.6    -64.7   -1.9  -0.7         0.0     -0.2                       ORIX Buffaloes     WL
202         Nishimura Ryo  24  DH     2.0                                               0.0                       ORIX Buffaloes     WL
203            Oka Hiromi  28   3    17.0    0.1      7.6    0.0         0.0   0.1     -0.2                        Lotte Marines     EL
204            Oka Hiromi  28   7    65.1    0.6     11.8   -2.2   2.7         0.0     -0.6                        Lotte Marines     EL
205            Oka Hiromi  28   8    59.0    0.8     17.5    1.3  -0.6         0.0      0.2                        Lotte Marines     EL
206            Oka Hiromi  28   9    13.1    0.7     67.7    0.7   0.0         0.0     -0.1                        Lotte Marines     EL
207            Oka Hiromi  28  DH     3.0                                               0.0                        Lotte Marines     EL
208       Uchida Yasuhito  25   3   212.1    1.9     11.5    1.5         0.3   0.2     -2.4                       Rakuten Eagles     EL
209       Uchida Yasuhito  25   7     8.0   -0.1    -16.1   -0.1   0.0         0.0     -0.1                       Rakuten Eagles     EL
210      Kumagai Takahiro  24   4    13.0    0.3     29.7    0.9         0.0  -0.6      0.0                       Hanshin Tigers     WL
211      Kumagai Takahiro  24   5    21.2   -0.6    -35.6   -0.7         0.0   0.1     -0.1                       Hanshin Tigers     WL
212      Kumagai Takahiro  24   6    18.0    0.2     14.3    0.8         0.0  -0.6      0.1                       Hanshin Tigers     WL
213       Tatsumi Ryosuke  23   7     1.1    0.3    297.0    0.3   0.0         0.0      0.0                       Rakuten Eagles     EL
214       Tatsumi Ryosuke  23   8   524.0   -2.2     -5.4    0.6  -2.3        -0.5      1.7                       Rakuten Eagles     EL
215       Tatsumi Ryosuke  23   9   129.0    4.4     43.9    5.0  -0.8         0.1     -0.5                       Rakuten Eagles     EL
216      Miyamoto Takeshi  25   3     1.0    0.0      0.0    0.0         0.0   0.0      0.0                      Yakult Swallows     EL
217      Miyamoto Takeshi  25   4   220.2   -3.6    -21.0   -2.0        -1.2  -0.4      0.6                      Yakult Swallows     EL
218      Miyamoto Takeshi  25   5    41.0   -0.5    -15.7    0.1        -0.1  -0.5     -0.2                      Yakult Swallows     EL
219      Miyamoto Takeshi  25   7     1.0    0.0      0.0    0.0   0.0         0.0      0.0                      Yakult Swallows     EL
220      Miyamoto Takeshi  25   9    14.0    0.8     73.5    0.8   0.0         0.0     -0.1                      Yakult Swallows     EL
221      Tamura Tatsuhiro  26   2   597.2   -2.2     -4.7         -2.3         0.1      8.6    -9.2     -1.2       Lotte Marines     EL
222         Imamiya Kenta  28   6   317.0    4.5     18.3    2.6         0.6   1.3      2.6                       SoftBank Hawks     WL
223         Imamiya Kenta  28  DH    27.0                                              -0.3                       SoftBank Hawks     WL
224         Shimada Kairi  24   7    29.1    1.2     52.7    1.1   0.1         0.0     -0.3                       Hanshin Tigers     WL
225         Shimada Kairi  24   8     7.0   -0.4    -73.5   -0.4   0.0         0.0      0.0                       Hanshin Tigers     WL
226         Shimada Kairi  24   9    34.0    0.9     34.1    1.4  -0.5         0.0     -0.1                       Hanshin Tigers     WL
227              Ohta Ryo  19   4    38.0    0.8     27.1    0.9        -0.2   0.2      0.1                       ORIX Buffaloes     WL
228              Ohta Ryo  19   5    57.0    1.1     24.8    1.8         0.2  -1.0     -0.2                       ORIX Buffaloes     WL
229              Ohta Ryo  19   6    38.0   -0.4    -13.5   -0.5         0.0   0.2      0.3                       ORIX Buffaloes     WL
230       Yamasaki Kotaro  26   7    59.0   -2.0    -43.6   -1.6  -0.5         0.0     -0.6                      Yakult Swallows     EL
231       Yamasaki Kotaro  26   8   467.2   -7.0    -19.3   -5.4  -1.0        -0.6      1.6                      Yakult Swallows     EL
232       Yamasaki Kotaro  26   9   134.0    5.1     49.0    5.5  -0.5         0.1     -0.5                      Yakult Swallows     EL
