                  Pitcher   G   W   L  SV  HLD  CG  SHO   BF     IP    H  HR   SO  BB  IBB  HB  WP   R  ER     ERA    FIP  kwERA   WHIP ERA+ FIP- kwERA-    Diff    HR%     K%    BB%   K-BB%     GB% Chase%    Con% SwStr%   CSW%  FB Velo                Team League
195      Yamada Nobuyoshi  50   3   2   0   16   0    0  177   43.1   30   1   44  16    2   2   0  13  10    2.08   2.60   3.22   1.06  140   79     88   -0.52   0.6%  24.9%   9.0%   15.8%   47.4%  21.7%   77.6%  10.0%  27.5%     87.5      ORIX Buffaloes     PL
196       Yamaoka Taisuke   6   0   0   0    1   0    0   21    5.1    5   1    5   1    0   0   0   2   2    3.38   4.21   2.90   1.13   86  128     80   -0.83   4.8%  23.8%   4.8%   19.0%   44.0%  29.1%   78.7%  10.0%  28.0%     90.0      ORIX Buffaloes     PL
197   Yamashita Shunpeita  14   3   6   0    0   1    0  269   64.0   49   5   83  31    0   5   4  25  24    3.38   3.20   2.87   1.25   86   97     79    0.18   1.9%  30.9%  11.5%   19.3%   40.4%  33.5%   66.7%  15.8%  33.4%     96.6      ORIX Buffaloes     PL
198     Yamazaki Soichiro   7   0   1   0    0   0    0   28    6.2    7   0    2   3    0   0   0   1   1    1.35   3.84   5.16   1.50  215  117    142   -2.49   0.0%   7.1%  10.7%   -3.6%   33.8%  32.5%   65.8%  17.7%  29.7%     94.0      ORIX Buffaloes     PL
199         Yoshida Kosei  50   4   0   0   14   0    0  173   40.2   40   1   30  14    0   5   1  15  15    3.32   3.33   3.88   1.33   87  101    107   -0.01   0.6%  17.3%   8.1%    9.2%    nan%   nan%    nan%   nan%   nan%      NaN      ORIX Buffaloes     PL
200          Azuma Yusuke   6   0   1   0    0   0    0   37    7.1   13   2    7   2    0   1   1   9   9   11.05   5.95   3.45   2.05   27  173     95    5.10   5.4%  18.9%   5.4%   13.5%   57.1%  24.1%   71.4%  12.4%  26.8%     89.3       Lotte Marines     PL
201         Cordero Jimmy   5   0   1   0    2   0    0   23    5.0    8   1    1   2    0   0   1   4   4    7.20   6.49   5.23   2.00   42  189    144    0.71   4.3%   4.3%   8.7%   -4.3%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
202         Dykstra James   3   1   0   0    0   0    0   49   11.0   10   2   11   8    0   0   1   3   2    1.64   5.63   4.19   1.64  185  164    115   -3.99   4.1%  22.4%  16.3%    6.1%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
203       Hirohata Atsuya   8   0   0   1    2   0    0   47   11.1   13   0    9   0    0   0   2   5   4    3.18   1.50   2.89   1.15   95   44     79    1.68   0.0%  19.1%   0.0%   19.1%   50.0%  21.3%   82.5%   7.2%  27.0%     93.2       Lotte Marines     PL
204        Ishikawa Ayumu   5   3   1   0    0   0    0  105   24.1   30   2   11   6    0   1   0  10  10    3.70   4.12   4.32   1.48   82  120    119   -0.42   1.9%  10.5%   5.7%    4.8%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
205        Iwashita Daiki  21   2   0   0    3   0    0   85   21.2   13   2   13   9    0   0   2   7   7    2.91   4.33   4.33   1.02  104  126    119   -1.42   2.4%  15.3%  10.6%    4.7%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
206         Karakawa Yuki   8   3   2   0    0   0    0  147   38.0   28   5   31   3    0   2   0  10  10    2.37   3.56   2.90   0.82  128  104     80   -1.19   3.4%  21.1%   2.0%   19.0%   39.3%  34.5%   83.1%   8.3%  31.6%     90.0       Lotte Marines     PL
207        Keuchel Dallas   8   2   4   0    0   0    0  170   40.0   37   3   29  15    0   2   0  18  16    3.60   3.89   3.98   1.30   84  113    109   -0.29   1.8%  17.1%   8.8%    8.2%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
208          Kikuchi Riku  20   1   0   1    2   0    0   97   24.0   21   3   27   5    2   2   0   6   6    2.25   3.34   2.53   1.08  135   97     70   -1.09   3.1%  27.8%   5.2%   22.7%   30.3%  23.1%   80.8%   8.5%  24.7%     89.6       Lotte Marines     PL
209        Kuniyoshi Yuki  41   3   1   1   10   0    0  165   41.2   31   2   21  12    2   3   1   7   7    1.51   3.78   4.25   1.03  201  110    117   -2.27   1.2%  12.7%   7.3%    5.5%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
210          Masuda Naoya  44   1   4  25    6   0    0  172   41.2   27   2   35  14    1   3   2  16  12    2.59   3.26   3.58   0.98  117   95     98   -0.67   1.2%  20.3%   8.1%   12.2%   36.2%  23.6%   79.0%   9.5%  25.3%     90.9       Lotte Marines     PL
211           Mercedes CC  21   4   8   0    0   0    0  502  126.1   97  12   91  34    0   2   0  45  38    2.71   3.74   3.66   1.04  112  109    101   -1.03   2.4%  18.1%   6.8%   11.4%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
212           Mima Manabu   3   0   2   0    0   0    0   69   13.1   17   2    8   9    1   0   0  12  11    7.43   5.86   4.94   1.95   41  171    136    1.57   2.9%  11.6%  13.0%   -1.4%    0.0%  25.0%    0.0%  33.3%  50.0%     83.5       Lotte Marines     PL
213     Nakamori Shunsuke   5   1   1   0    0   0    0  103   24.0   23   0   13   7    0   1   0   7   7    2.63   3.00   4.22   1.25  115   87    116   -0.37   0.0%  12.6%   6.8%    5.8%   30.0%  32.5%   74.3%  13.0%  29.3%     93.6       Lotte Marines     PL
214      Nakamura Toshiya  17   1   0   0    0   0    0  139   34.0   30   1   17   9    0   1   0  14  14    3.71   3.35   4.22   1.15   82   98    116    0.36   0.7%  12.2%   6.5%    5.8%   47.8%  23.3%   79.1%   9.5%  26.3%     88.3       Lotte Marines     PL
215            Niho Akira   8   0   0   0    0   0    0   55   10.1   20   1    4   5    0   1   0  18  14   12.19   5.31   4.98   2.42   25  155    137    6.88   1.8%   7.3%   9.1%   -1.8%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
216    Nishimura Takahiro  17   0   0   0    7   0    0   80   17.2   18   1   15  10    0   0   3  13  13    6.62   3.82   4.17   1.58   46  111    115    2.80   1.2%  18.8%  12.5%    6.2%   40.0%  26.1%   68.4%  15.0%  22.5%     90.0       Lotte Marines     PL
217          Nishino Yuji  20   9   8   0    0   1    0  510  122.1  120   8   77  31    1   4   1  46  44    3.24   3.54   3.90   1.23   94  103    107   -0.30   1.6%  15.1%   6.1%    9.0%   46.7%  28.9%   81.3%   8.6%  27.3%     89.7       Lotte Marines     PL
218         Ohtani Hikaru   1   0   0   0    0   0    0    4    1.0    1   0    3   0    0   0   0   0   0    0.00  -2.91  -2.70   1.00  999  -85    -74    2.91   0.0%  75.0%   0.0%   75.0%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
219          Ojima Kazuya  25  12  10   0    0   5    1  671  163.1  157  15  132  36    0   7   5  68  65    3.58   3.46   3.37   1.18   85  100     93    0.12   2.2%  19.7%   5.4%   14.3%   46.6%  27.9%   79.2%   9.4%  26.2%     89.6       Lotte Marines     PL
220            Ono Fumiya   3   0   0   0    0   0    0   13    3.0    4   0    1   1    0   0   1   1   1    3.00   3.42   4.80   1.67  101   99    132   -0.42   0.0%   7.7%   7.7%    0.0%   45.2%  28.2%   76.9%  11.5%  26.9%     94.6       Lotte Marines     PL
221      Sakamoto Koshiro  37   1   2   0   11   0    0  146   33.0   34   3   34  12    2   5   2  22  21    5.73   3.75   3.29   1.39   53  109     91    1.98   2.1%  23.3%   8.2%   15.1%   26.3%  25.5%   85.1%   7.0%  22.0%     92.2       Lotte Marines     PL
222           Sasaki Roki  18  10   5   0    0   1    0  450  111.0   83   2  129  32    1   8   9  34  29    2.35   2.08   2.64   1.04  129   60     73    0.27   0.4%  28.7%   7.1%   21.6%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
223        Sawada Keisuke  21   2   1   0    8   0    0   89   20.0   22   0    8   8    1   1   0   9   8    3.60   3.64   4.80   1.50   84  106    132   -0.04   0.0%   9.0%   9.0%    0.0%   34.5%  28.1%   78.6%  11.1%  25.3%     92.7       Lotte Marines     PL
224     Sawamura Hirokazu  39   1   2   1   15   0    0  146   35.0   24   3   26  19    1   2   3  13  13    3.34   4.52   4.32   1.23   91  131    119   -1.18   2.1%  17.8%  13.0%    4.8%   43.1%  26.6%   81.2%   8.8%  19.5%     95.0       Lotte Marines     PL
225          Suzuki Shota  51   2   2   5   27   0    0  194   49.1   32   2   42  18    2   1   1   7   4    0.73   3.07   3.56   1.01  416   89     98   -2.34   1.0%  21.6%   9.3%   12.4%   37.6%  26.3%   76.8%  10.4%  28.7%     90.3       Lotte Marines     PL
226          Takano Shuta   6   1   1   0    0   0    0   64   14.2   16   1   16   4    0   0   0   6   6    3.68   2.61   2.92   1.36   83   76     80    1.07   1.6%  25.0%   6.2%   18.8%   49.6%  33.6%   67.5%  15.2%  33.1%     89.5       Lotte Marines     PL
227         Tanaka Haruya   4   1   1   0    0   0    0   79   20.0   14   2   17   6    0   0   0   9   4    1.80   3.59   3.41   1.00  169  104     94   -1.79   2.5%  21.5%   7.6%   13.9%   47.4%  27.1%   72.1%  12.7%  30.8%     93.0       Lotte Marines     PL
228       Taneichi Atsuki  23   7   8   0    0   2    0  612  147.1  128   5  148  38    0   9   4  55  50    3.05   2.48   3.00   1.13  100   72     83    0.57   0.8%  24.2%   6.2%   18.0%   49.2%  31.0%   72.2%  13.7%  29.3%     92.4       Lotte Marines     PL
229            Yagi Akira   9   0   0   0    2   0    0   45   11.0   11   1    9   1    0   0   1   5   5    4.09   2.91   3.02   1.09   74   85     83    1.18   2.2%  20.0%   2.2%   17.8%   51.2%  31.2%   76.4%  11.2%  30.5%     92.8       Lotte Marines     PL
230       Yokoyama Rikuto  43   3   1   3   18   0    0  169   42.0   27   1   37  13    3   5   2   8   8    1.71   2.92   3.38   0.95  178   85     93   -1.21   0.6%  21.9%   7.7%   14.2%   45.5%  28.1%   74.3%  12.4%  27.7%     93.8       Lotte Marines     PL
231           Yoshida Ryo   9   0   0   0    0   0    0   51   11.2   11   3   11   5    0   0   1   8   8    6.17   5.83   3.62   1.37   49  170    100    0.34   5.9%  21.6%   9.8%   11.8%    nan%   nan%    nan%   nan%   nan%      NaN       Lotte Marines     PL
232         Arihara Kohei  26  14   7   0    0   3    2  718  182.2  142  12  137  37    0   8   1  56  48    2.36   3.18   3.41   0.98  128   93     94   -0.82   1.7%  19.1%   5.2%   13.9%   54.8%  31.1%   76.1%  11.6%  27.8%     91.6      SoftBank Hawks     PL
233           Fujii Kouya  40   2   1   1   19   0    0  170   40.0   28   2   45  20    1   1   3  11   8    1.80   3.06   3.33   1.20  168   90     92   -1.26   1.2%  26.5%  11.8%   14.7%   38.5%  36.4%   66.5%  17.9%  32.1%     93.7      SoftBank Hawks     PL
234     Hasegawa Takehiro  32   4   0   0    6   0    0  108   25.1   20   1   21  10    3   0   0   7   7    2.49   3.13   3.78   1.18  121   91    104   -0.64   0.9%  19.4%   9.3%   10.2%    nan%   nan%    nan%   nan%   nan%      NaN      SoftBank Hawks     PL
235   Hernandez Darwinzon  48   3   3   3   21   0    0  194   48.0   34   2   72  14    1   6   1  13  12    2.25   1.88   1.81   1.00  134   55     50    0.37   1.0%  37.1%   7.2%   29.9%   49.1%  29.7%   76.3%  12.6%  26.8%     94.3      SoftBank Hawks     PL
236       Higashihama Nao  11   3   2   0    0   0    0  232   56.0   53   7   39  11    1   1   0  22  21    3.38   3.96   3.59   1.14   89  116     99   -0.58   3.0%  16.8%   4.7%   12.1%   43.5%  26.4%   84.6%   7.4%  25.4%     89.8      SoftBank Hawks     PL
237        Ishikawa Shuta  15   7   2   0    0   0    0  247   63.1   51   4   52  12    0   5   2  18  18    2.56   3.07   3.18   0.99  118   90     87   -0.51   1.6%  21.1%   4.9%   16.2%    nan%   nan%    nan%   nan%   nan%      NaN      SoftBank Hawks     PL
238         Iwai Shunsuke  15   1   1   1    2   0    0   53   13.0   10   2   10   2    0   1   0   6   5    3.46   4.24   3.29   0.92   87  124     90   -0.78   3.8%  18.9%   3.8%   15.1%   18.2%  17.7%   86.2%   6.8%  18.9%     94.0      SoftBank Hawks     PL
239         Kimura Hikaru   5   0   0   0    1   0    0   24    6.0    5   0    8   1    0   0   0   1   1    1.50   0.92   1.88   1.00  201   27     52    0.58   0.0%  33.3%   4.2%   29.2%   41.9%  27.2%   68.7%  14.8%  28.2%     93.5      SoftBank Hawks     PL
240             Maeda Jun   1   1   0   0    0   0    0   20    6.0    3   0    5   0    0   0   0   0   0    0.00   1.42   2.30   0.50  999   42     63   -1.42   0.0%  25.0%   0.0%   25.0%   31.4%  22.4%   81.3%   8.5%  26.1%     86.7      SoftBank Hawks     PL
241            Maeda Yugo   1   0   0   0    0   0    0   19    3.0    8   1    0   1    0   1   0   6   6   18.00   9.42   5.33   3.00   17  275    146    8.58   5.3%   0.0%   5.3%   -5.3%   45.5%  34.9%   72.8%  13.1%  32.7%     89.5      SoftBank Hawks     PL
242     Matayoshi Katsuki  40   1   1   0    6   0    0  168   40.2   37   2   24  10    2   3   0  17  16    3.54   3.51   3.97   1.16   85  102    109    0.03   1.2%  14.3%   6.0%    8.3%    nan%   nan%    nan%   nan%   nan%      NaN      SoftBank Hawks     PL
243        Matsumoto Haru   5   2   1   0    0   0    0   63   16.0   12   1   17   4    0   1   0   5   5    2.81   2.71   2.74   1.00  108   79     75    0.10   1.6%  27.0%   6.3%   20.6%   51.1%  26.7%   77.7%  10.8%  29.5%     91.2      SoftBank Hawks     PL
244        Matsumoto Yuki  50   2   2  14   23   0    0  198   46.2   37   3   47  17    3   4   0  17  15    2.89   3.26   3.28   1.16  105   95     90   -0.37   1.5%  23.7%   8.6%   15.2%   47.9%  28.7%   74.6%  12.2%  31.7%     94.1      SoftBank Hawks     PL
245          Miura Mizuki   5   0   0   0    0   0    0   22    5.0    4   0    4   3    0   2   0   0   0    0.00   4.49   4.35   1.40  999  131    119   -4.49   0.0%  18.2%  13.6%    4.5%    nan%   nan%    nan%   nan%   nan%      NaN      SoftBank Hawks     PL
246         Moinelo Livan  25  11   5   0    0   2    0  636  163.0  107  11  155  47    1   5   3  39  34    1.88   3.02   3.10   0.94  161   88     85   -1.14   1.7%  24.4%   7.4%   17.0%   41.2%  32.4%   72.4%  13.9%  30.6%     92.9      SoftBank Hawks     PL
247        Murata Kenichi   1   0   0   0    0   0    0    5    1.0    2   1    0   0    0   0   0   2   2   18.00  16.09   4.80   2.00   17  470    132    1.91  20.0%   0.0%   0.0%    0.0%    nan%   nan%    nan%   nan%   nan%      NaN      SoftBank Hawks     PL
248        Nakamura Ryota   1   0   0   0    0   0    0    6    1.0    3   2    1   0    0   0   0   2   2   18.00  27.09   3.13   3.00   17  792     86   -9.09  33.3%  16.7%   0.0%   16.7%    nan%   nan%    nan%   nan%   nan%      NaN      SoftBank Hawks     PL
249           Ogata Shuto  12   2   0   0    3   0    0   46   11.2    8   0   15   3    0   0   0   4   3    2.31   1.29   2.19   0.94  131   38     60    1.02   0.0%  32.6%   6.5%   26.1%   31.7%  22.2%   76.2%  12.7%  28.3%     95.6      SoftBank Hawks     PL
250         Ohtsu Ryosuke  19   7   7   0    0   0    0  470  119.1  101  11   97  22    1   1   1  38  38    2.87   3.24   3.20   1.03  105   95     88   -0.37   2.3%  20.6%   4.7%   16.0%   50.2%  30.4%   81.8%   9.1%  25.9%     90.7      SoftBank Hawks     PL
251            Ohyama Ryo  18   1   1   0    1   0    0  114   27.2   19   2   23  14    0   2   1  10  10    3.25   4.10   4.01   1.19   93  120    110   -0.85   1.8%  20.2%  12.3%    7.9%   44.1%  28.8%   75.8%  11.6%  27.2%     92.2      SoftBank Hawks     PL
252       Ohzeki Tomohisa  20   8   4   0    0   0    0  481  122.1   84  10   77  29    0  10   0  34  34    2.50   3.85   3.80   0.92  121  112    105   -1.35   2.1%  16.0%   6.0%   10.0%   43.6%  23.7%   81.6%   8.5%  26.6%     88.6      SoftBank Hawks     PL
253         Osuna Roberto  39   0   3  24    5   0    0  157   38.1   36   3   23  10    0   2   1  16  16    3.76   3.84   3.97   1.20   80  112    109   -0.08   1.9%  14.6%   6.4%    8.3%   41.7%  24.8%   81.3%  10.0%  21.7%     94.6      SoftBank Hawks     PL
254    Sawayanagi Ryotaro  11   2   1   0    0   0    0   42   10.2    7   0    9   4    0   1   1   4   4    3.38   2.81   3.61   1.03   89   82     99    0.57   0.0%  21.4%   9.5%   11.9%    nan%   nan%    nan%   nan%   nan%      NaN      SoftBank Hawks     PL
255    Stewart Jr. Carter  20   9   4   0    0   0    0  485  120.0   79   6  105  51    0   5   2  29  26    1.95   3.39   3.69   1.08  155   99    101   -1.44   1.2%  21.6%  10.5%   11.1%    nan%   nan%    nan%   nan%   nan%      NaN      SoftBank Hawks     PL
256       Sugiyama Kazuki  50   4   0   1   14   0    0  198   50.1   28   2   61  22    0   1   1  10   9    1.61   2.55   2.83   0.99  188   75     78   -0.94   1.0%  30.8%  11.1%   19.7%   43.1%  36.9%   64.5%  18.1%  33.3%     95.0      SoftBank Hawks     PL
257        Taura Fumimaru   4   0   0   0    0   0    0   17    3.2    4   0    1   2    0   0   0   1   1    2.45   4.18   5.39   1.64  123  122    148   -1.73   0.0%   5.9%  11.8%   -5.9%    nan%   nan%    nan%   nan%   nan%      NaN      SoftBank Hawks     PL
258          Tsumori Yuki  48   5   2   0   17   0    0  180   42.1   31   1   38  20    2   6   1  10  10    2.13   3.44   3.80   1.20  142  101    104   -1.31   0.6%  21.1%  11.1%   10.0%   29.3%  25.5%   74.0%  12.8%  28.4%     91.8      SoftBank Hawks     PL
259         Wada Tsuyoshi   8   2   2   0    3   0    0  108   26.1   27   2   18   4    0   2   0  12  11    3.76   3.39   3.50   1.18   80   99     96    0.37   1.9%  16.7%   3.7%   13.0%    nan%   nan%    nan%   nan%   nan%      NaN      SoftBank Hawks     PL
260        Fujihira Shoma  47   0   1   1   20   0    0  182   46.1   29   4   58  12    2   3   3  11   9    1.75   2.68   2.27   0.88  164   82     62   -0.93   2.2%  31.9%   6.6%   25.3%   51.0%  30.9%   70.0%  14.8%  30.4%     94.4      Rakuten Eagles     PL
261          Fujii Masaru  22  11   5   0    0   0    0  529  126.0  138   8   74  29    0   7   3  45  41    2.93   3.60   3.95   1.33   98  111    109   -0.67   1.5%  14.0%   5.5%    8.5%   40.2%  23.5%   82.8%   7.3%  25.2%     86.9      Rakuten Eagles     PL
262     Hayakawa Takahisa  25  11   6   0    0   2    1  690  170.1  156  10  160  35    1   3   4  54  48    2.54   2.64   2.99   1.12  113   81     82   -0.10   1.4%  23.2%   5.1%   18.1%   33.8%  30.1%   76.5%  11.6%  28.5%     89.5      Rakuten Eagles     PL
263          Hinata Naoki   1   0   0   0    0   0    0    5    1.0    1   0    1   1    1   0   0   0   0    0.00   4.09   4.80   2.00  999  126    132   -4.09   0.0%  20.0%  20.0%    0.0%  100.0%  33.3%   50.0%  27.3%  36.4%     90.0      Rakuten Eagles     PL
264              Itoh Mao   6   0   0   0    1   0    0   29    5.2    7   0    6   4    0   2   0   5   5    7.94   4.15   4.11   1.94   36  127    113    3.79   0.0%  20.7%  13.8%    6.9%    nan%   nan%    nan%   nan%   nan%      NaN      Rakuten Eagles     PL
265        Kishi Takayuki  22   6  11   0    0   3    2  590  143.1  144  13   73  29    1   2   1  52  45    2.83   3.90   4.05   1.21  102  120    111   -1.07   2.2%  12.4%   4.9%    7.5%   35.8%  26.6%   84.1%   7.3%  27.2%     87.7      Rakuten Eagles     PL
266          Koja Tatsuki  15   5   8   0    0   0    0  347   83.1   70  10   58  31    1   7   0  42  40    4.32   4.62   4.02   1.21   67  142    111   -0.30   2.9%  16.7%   8.9%    7.8%   49.3%  27.9%   79.9%  10.0%  26.3%     90.1      Rakuten Eagles     PL
267          Komago Ryuji   2   0   0   0    0   0    0    4    1.0    1   0    0   0    0   1   0   0   0    0.00   6.09   4.80   1.00  999  187    132   -6.09   0.0%   0.0%   0.0%    0.0%  100.0%  25.0%   63.6%  15.4%  38.5%     91.9      Rakuten Eagles     PL
268        Matsuda Takuma   7   0   0   0    0   0    0   64   15.0   14   2    8   9    0   0   0   6   6    3.60   5.55   4.96   1.53   80  171    136   -1.95   3.1%  12.5%  14.1%   -1.6%   50.0%   0.0%  100.0%   0.0%  16.7%     86.5      Rakuten Eagles     PL
269       Matsui Tomotaka   7   1   1   0    0   0    0  109   22.2   30   1   10  14    0   0   1  18  17    6.75   4.63   5.17   1.94   43  142    142    2.12   0.9%   9.2%  12.8%   -3.7%   34.2%  20.3%   79.1%   8.4%  27.7%     91.3      Rakuten Eagles     PL
270      Miyamori Satoshi   9   0   0   0    0   0    0   34    9.0    5   0    5   2    0   0   0   1   1    1.00   2.64   3.92   0.78  287   81    108   -1.64   0.0%  14.7%   5.9%    8.8%   40.5%  15.5%   80.2%   9.2%  21.8%     92.3      Rakuten Eagles     PL
271      Nishigaki Masaya  18   1   2   1    0   0    0   96   18.0   28   2   13  12    0   0   3  18  15    7.50   5.09   4.70   2.22   38  156    129    2.41   2.1%  13.5%  12.5%    1.0%   55.6%  27.5%   76.6%  10.5%  29.0%     92.8      Rakuten Eagles     PL
272     Norimoto Takahiro  54   3   4  32    4   0    0  223   52.0   57   2   44  11    3   3   2  21  20    3.46   2.70   3.32   1.31   83   83     91    0.76   0.9%  19.7%   4.9%   14.8%   53.8%  27.7%   77.4%  10.9%  25.1%     92.5      Rakuten Eagles     PL
273            Ponce Cody  15   3   6   0    0   1    0  308   67.0   92   6   56  16    0   5   3  55  50    6.72   3.52   3.50   1.61   43  108     96    3.20   1.9%  18.2%   5.2%   13.0%    nan%   nan%    nan%   nan%   nan%      NaN      Rakuten Eagles     PL
274          Sakai Haruto   1   0   0   0    0   0    0    5    1.0    1   0    0   2    0   0   0   0   0    0.00   9.09   8.80   3.00  999  279    242   -9.09   0.0%   0.0%  40.0%  -40.0%   42.9%  23.1%   82.2%   9.0%  24.7%     90.8      Rakuten Eagles     PL
275        Sakai Tomohito  49   2   2   0   26   0    0  185   46.1   35   0   29  15    2   2   0  13  12    2.33   2.94   4.04   1.08  123   90    111   -0.61   0.0%  15.7%   8.1%    7.6%    nan%   nan%    nan%   nan%   nan%      NaN      Rakuten Eagles     PL
276         Sakurai Shuto   8   0   0   0    0   0    0   48   10.2   11   0    9   8    1   0   1  10  10    8.44   3.65   4.59   1.78   34  112    126    4.79   0.0%  18.8%  16.7%    2.1%    nan%   nan%    nan%   nan%   nan%      NaN      Rakuten Eagles     PL
277        Seimiya Kotaro   3   0   0   0    0   0    0   16    3.0    4   0    1   3    0   0   1   4   4   12.00   5.42   6.05   2.33   24  167    166    6.58   0.0%   6.2%  18.8%  -12.5%    nan%   nan%    nan%   nan%   nan%      NaN      Rakuten Eagles     PL
278           Shoji Kosei   7   1   4   0    0   0    0  136   29.2   32   4   26  18    0   0   4  26  23    6.98   4.91   4.21   1.69   41  151    116    2.07   2.9%  19.1%  13.2%    5.9%   50.2%  31.6%   75.1%  12.0%  28.2%     92.8      Rakuten Eagles     PL
279         Sung Chia-Hao  41   1   2   0   17   0    0  164   39.2   41   3   22   7    3   2   1  15  14    3.18   3.64   3.89   1.21   90  112    107   -0.46   1.8%  13.4%   4.3%    9.1%   43.8%  30.5%   83.1%   8.8%  25.0%     91.5      Rakuten Eagles     PL
280           Suzuki Sora  49   2   0   1   24   0    0  186   48.2   24   0   48  21    0   1   3   9   9    1.66   2.47   3.35   0.92  173   76     92   -0.81   0.0%  25.8%  11.3%   14.5%   43.3%  28.5%   69.3%  15.4%  29.9%     91.4      Rakuten Eagles     PL
281         Takada Koichi   5   0   1   0    0   0    0   45   10.1   13   2    4   3    0   0   0   8   8    6.97   5.70   4.58   1.55   41  175    126    1.27   4.4%   8.9%   6.7%    2.2%    nan%   nan%    nan%   nan%   nan%      NaN      Rakuten Eagles     PL
282        Takinaka Ryota  12   4   6   0    0   0    0  292   71.1   74   6   26  14    2   1   1  36  33    4.16   4.08   4.39   1.23   69  125    121    0.08   2.1%   8.9%   4.8%    4.1%   40.9%  24.8%   83.2%   7.5%  25.6%     88.7      Rakuten Eagles     PL
283       Tanaka Masahiro   1   0   1   0    0   0    0   23    5.0    6   1    1   2    0   0   0   4   4    7.20   6.49   5.23   1.60   40  199    144    0.71   4.3%   4.3%   8.7%   -4.3%    nan%   nan%    nan%   nan%   nan%      NaN      Rakuten Eagles     PL
284      Tsurusaki Taisei  14   1   1   0    0   0    0  110   23.2   36   0   14   5    0   3   0  19  18    6.85   2.92   3.98   1.73   42   90    109    3.93   0.0%  12.7%   4.5%    8.2%   48.8%  35.2%   74.7%  12.5%  29.8%     92.9      Rakuten Eagles     PL
285            Turley Nik  17   0   1   1    2   0    0   72   15.1   15   2   13  12    0   1   0   5   5    2.93   5.63   4.66   1.76   98  173    128   -2.70   2.8%  18.1%  16.7%    1.4%   20.0%  14.3%   76.9%  10.3%  24.1%     92.9      Rakuten Eagles     PL
286           Uchi Seiryu  20   6   8   0    0   0    0  464  110.2  113   8   45  28    1   3   2  49  44    3.58   4.05   4.43   1.27   80  125    122   -0.47   1.7%   9.7%   6.0%    3.7%   41.1%  25.3%   84.3%   7.6%  23.5%     91.5      Rakuten Eagles     PL
287        Watanabe Shota  49   7   2   0   12   0    0  201   47.1   42   2   41  22    4   0   3  19  16    3.04   3.30   3.85   1.35   95  101    106   -0.26   1.0%  20.4%  10.9%    9.5%   43.0%  22.1%   75.6%  11.1%  26.8%     92.7      Rakuten Eagles     PL
288      Yoshikawa Kazuki  13   0   0   0    0   0    0   97   20.0   32   2   17   8    0   1   0  12  12    5.40   4.04   3.87   2.00   53  124    106    1.36   2.1%  17.5%   8.2%    9.3%    nan%   nan%    nan%   nan%   nan%      NaN      Rakuten Eagles     PL
289           Yuge Hayato  34   2   0   0    1   0    0  150   33.1   42   1   28   9    1   1   0  22  22    5.94   2.70   3.53   1.53   48   83     97    3.24   0.7%  18.7%   6.0%   12.7%    nan%   nan%    nan%   nan%   nan%      NaN      Rakuten Eagles     PL
290          Abreu Albert  52   2   5  28   11   0    0  202   49.0   38   1   33  20    3   3   0  17  13    2.39   3.41   4.16   1.18  123  103    114   -1.02   0.5%  16.3%   9.9%    6.4%    nan%   nan%    nan%   nan%   nan%      NaN         Seibu Lions     PL
291         Aoyama Minato   6   1   4   0    0   1    1  139   32.1   30   3   13  12    0   0   0  12  10    2.78   4.60   4.73   1.30  106  139    130   -1.82   2.2%   9.4%   8.6%    0.7%   44.4%   8.7%   93.8%   2.4%  14.3%     90.0         Seibu Lions     PL
292       Hada Shinnosuke   9   1   3   0    2   0    0   73   16.1   14   0   11  10    0   2   1   8   5    2.76   3.95   4.66   1.47  106  119    128   -1.19   0.0%  15.1%  13.7%    1.4%   78.2%  22.2%   76.6%   9.6%  31.1%     96.3         Seibu Lions     PL
293          Hamaya Shota   1   0   0   0    0   0    0   15    2.1    3   0    1   3    0   1   0   4   3   11.57   7.37   6.13   2.57   25  222    169    4.20   0.0%   6.7%  20.0%  -13.3%   55.3%  29.5%   72.2%  13.5%  25.7%     90.9         Seibu Lions     PL
294       Hirai Katsunori  13   0   0   0    4   0    0   46    9.2   14   1    6   3    0   0   0   5   5    4.66   4.12   4.15   1.76   63  124    114    0.54   2.2%  13.0%   6.5%    6.5%    nan%   nan%    nan%   nan%   nan%      NaN         Seibu Lions     PL
295         Honda Keisuke  31   1   4   0   10   0    0  140   30.2   36   3   18  14    3   1   4  16  14    4.11   4.65   4.51   1.63   71  140    124   -0.54   2.1%  12.9%  10.0%    2.9%    nan%   nan%    nan%   nan%   nan%      NaN         Seibu Lions     PL
